timestamp,datetime,open,high,low,close,volume
1750550400,2025-06-22 00:00:00,2297.26,2314.29,2297.26,2306.2,2804.88456292
1750550700,2025-06-22 00:05:00,2305.91,2307.83,2276.53,2277.31,2657.89858721
1750551000,2025-06-22 00:10:00,2277.08,2286.75,2256.77,2280.55,1756.89120641
1750551300,2025-06-22 00:15:00,2280.22,2291.34,2275.28,2289.21,1207.2163103
1750551600,2025-06-22 00:20:00,2288.86,2295.27,2283.61,2287.44,1005.97426887
1750551900,2025-06-22 00:25:00,2287.79,2289.99,2282.22,2284.59,646.38022325
1750552200,2025-06-22 00:30:00,2285.31,2310.39,2279.0,2305.78,1410.28018899
1750552500,2025-06-22 00:35:00,2305.84,2315.15,2296.72,2297.94,1325.91212633
1750552800,2025-06-22 00:40:00,2298.19,2306.34,2294.99,2299.04,987.0912147
1750553100,2025-06-22 00:45:00,2298.96,2308.13,2291.55,2293.55,947.66986595
1750553400,2025-06-22 00:50:00,2293.38,2304.29,2291.35,2302.5,765.49384637
1750553700,2025-06-22 00:55:00,2302.29,2303.06,2292.5,2295.57,635.2946936
1750554000,2025-06-22 01:00:00,2295.5,2295.65,2286.54,2293.81,689.32226842
1750554300,2025-06-22 01:05:00,2293.81,2299.58,2290.88,2297.04,476.03964681
1750554600,2025-06-22 01:10:00,2297.29,2302.02,2294.25,2294.42,603.01033145
1750554900,2025-06-22 01:15:00,2294.17,2296.35,2283.82,2283.91,766.49242601
1750555200,2025-06-22 01:20:00,2284.18,2285.74,2279.64,2283.84,973.95129194
1750555500,2025-06-22 01:25:00,2283.85,2290.0,2283.45,2287.95,442.88961428
1750555800,2025-06-22 01:30:00,2287.88,2289.22,2270.49,2274.28,841.2666741
1750556100,2025-06-22 01:35:00,2274.19,2278.4,2267.76,2275.01,707.38443027
1750556400,2025-06-22 01:40:00,2275.15,2279.51,2270.12,2278.38,494.65338597
1750556700,2025-06-22 01:45:00,2278.39,2283.38,2270.51,2281.16,1185.19068241
1750557000,2025-06-22 01:50:00,2281.17,2285.59,2272.68,2272.68,246.90986173
1750557300,2025-06-22 01:55:00,2272.96,2274.79,2265.77,2267.41,363.02646144
1750557600,2025-06-22 02:00:00,2267.25,2284.85,2266.95,2284.36,303.08773395
1750557900,2025-06-22 02:05:00,2284.47,2285.62,2259.32,2261.45,746.95496158
1750558200,2025-06-22 02:10:00,2261.87,2275.06,2254.99,2274.66,976.83370447
1750558500,2025-06-22 02:15:00,2274.55,2276.44,2264.28,2264.8,621.39447076
1750558800,2025-06-22 02:20:00,2264.97,2268.11,2257.09,2267.77,1164.0748251
