timestamp,datetime,open,high,low,close,volume
1668470400,2022-11-15 00:00:00,1241.58,1244.89,1238.89,1244.41,1887.92842191
1668470700,2022-11-15 00:05:00,1244.36,1244.99,1239.0,1242.48,3070.41328275
1668471000,2022-11-15 00:10:00,1242.47,1244.21,1240.5,1240.85,1418.59132447
1668471300,2022-11-15 00:15:00,1241.34,1242.03,1238.04,1240.02,1171.05449257
1668471600,2022-11-15 00:20:00,1239.98,1243.06,1239.43,1242.79,1194.84777603
1668471900,2022-11-15 00:25:00,1242.89,1246.21,1241.75,1245.31,1557.69559711
1668472200,2022-11-15 00:30:00,1245.3,1251.85,1241.37,1245.52,4188.8180166
1668472500,2022-11-15 00:35:00,1245.49,1247.5,1241.85,1242.94,2450.50273195
1668472800,2022-11-15 00:40:00,1243.09,1245.43,1241.38,1242.81,1078.22539228
1668473100,2022-11-15 00:45:00,1242.97,1243.25,1240.5,1241.45,1066.34864439
1668473400,2022-11-15 00:50:00,1241.47,1243.18,1239.0,1239.98,1081.464499
1668473700,2022-11-15 00:55:00,1239.72,1241.26,1237.23,1239.64,1245.77736431
1668474000,2022-11-15 01:00:00,1239.53,1239.64,1234.0,1238.71,2253.08484867
1668474300,2022-11-15 01:05:00,1238.8,1239.65,1236.38,1239.29,1058.58829243
1668474600,2022-11-15 01:10:00,1239.18,1240.94,1238.23,1238.69,859.78550389
1668474900,2022-11-15 01:15:00,1238.54,1242.15,1238.28,1241.99,758.89716484
1668475200,2022-11-15 01:20:00,1242.0,1244.47,1241.99,1243.9,1131.39803385
1668475500,2022-11-15 01:25:00,1244.11,1245.39,1242.14,1243.61,1043.5033185
1668475800,2022-11-15 01:30:00,1243.88,1246.33,1241.79,1243.83,940.11037211
1668476100,2022-11-15 01:35:00,1243.83,1247.35,1238.12,1246.3,2053.21123555
1668476400,2022-11-15 01:40:00,1246.26,1254.1,1243.5,1250.6,2007.58966005
1668476700,2022-11-15 01:45:00,1250.35,1260.45,1246.46,1257.19,3548.07777534
1668477000,2022-11-15 01:50:00,1257.23,1260.34,1254.19,1259.51,1589.61864884
1668477300,2022-11-15 01:55:00,1259.33,1259.74,1254.8,1256.25,1702.93310784
1668477600,2022-11-15 02:00:00,1256.15,1259.96,1253.97,1259.6,1983.67750272
1668477900,2022-11-15 02:05:00,1259.6,1261.61,1258.0,1261.32,2024.24033925
1668478200,2022-11-15 02:10:00,1261.08,1263.84,1258.91,1263.37,1480.71066617
1668478500,2022-11-15 02:15:00,1263.67,1264.19,1256.6,1257.44,1610.80406304
1668478800,2022-11-15 02:20:00,1257.45,1258.65,1254.84,1258.34,866.21915038
1668479100,2022-11-15 02:25:00,1258.43,1259.5,1256.91,1257.46,932.50295025
1668479400,2022-11-15 02:30:00,1257.26,1262.49,1256.9,1259.6,1238.30046943
1668479700,2022-11-15 02:35:00,1259.66,1263.38,1258.76,1262.32,1817.57530601
1668480000,2022-11-15 02:40:00,1262.54,1262.7,1258.54,1259.08,759.17435061
1668480300,2022-11-15 02:45:00,1258.83,1260.46,1257.1,1257.91,879.2791355
1668480600,2022-11-15 02:50:00,1258.02,1258.57,1256.86,1257.22,843.0283564
1668480900,2022-11-15 02:55:00,1257.31,1258.16,1255.65,1257.12,1036.69705926
1668481200,2022-11-15 03:00:00,1257.46,1264.4,1257.38,1261.04,2165.27936241
1668481500,2022-11-15 03:05:00,1260.96,1263.53,1260.2,1262.34,1185.01262142
1668481800,2022-11-15 03:10:00,1262.15,1262.33,1258.89,1259.51,1195.38398008
1668482100,2022-11-15 03:15:00,1259.53,1260.3,1258.74,1259.95,565.74011374
1668482400,2022-11-15 03:20:00,1259.94,1260.45,1253.93,1257.65,1413.50046184
1668482700,2022-11-15 03:25:00,1257.83,1258.06,1256.17,1257.32,713.59612425
1668483000,2022-11-15 03:30:00,1257.28,1258.95,1256.7,1258.01,814.51366677
1668483300,2022-11-15 03:35:00,1258.0,1259.22,1256.02,1257.11,807.13656221
1668483600,2022-11-15 03:40:00,1256.68,1257.33,1255.0,1255.6,1310.13949736
1668483900,2022-11-15 03:45:00,1255.6,1258.12,1253.51,1253.78,870.25552909
1668484200,2022-11-15 03:50:00,1253.86,1254.85,1252.58,1253.49,817.88367672
1668484500,2022-11-15 03:55:00,1253.45,1256.24,1253.12,1254.64,811.16287283
1668484800,2022-11-15 04:00:00,1254.9,1255.26,1253.11,1253.67,584.702593
1668485100,2022-11-15 04:05:00,1253.67,1257.08,1253.39,1255.92,623.72121979
1668485400,2022-11-15 04:10:00,1255.94,1258.63,1255.54,1257.69,784.23952695
1668485700,2022-11-15 04:15:00,1257.72,1257.84,1254.59,1255.72,688.90139194
1668486000,2022-11-15 04:20:00,1255.72,1256.31,1250.5,1252.1,1244.94343696
1668486300,2022-11-15 04:25:00,1252.09,1254.32,1251.13,1252.69,1208.01834674
1668486600,2022-11-15 04:30:00,1252.91,1253.97,1252.29,1253.43,833.74762143
1668486900,2022-11-15 04:35:00,1253.44,1253.92,1250.82,1251.63,474.66350099
1668487200,2022-11-15 04:40:00,1251.59,1253.98,1251.52,1252.94,572.19540737
1668487500,2022-11-15 04:45:00,1253.01,1254.85,1252.47,1253.79,615.87660691
1668487800,2022-11-15 04:50:00,1253.89,1256.23,1253.69,1254.93,567.00054924
1668488100,2022-11-15 04:55:00,1254.79,1257.0,1254.68,1256.46,477.56592214
1668488400,2022-11-15 05:00:00,1256.46,1259.82,1256.1,1259.16,700.41255765
1668488700,2022-11-15 05:05:00,1259.25,1261.25,1255.69,1259.95,1407.27894647
