timestamp,datetime,open,high,low,close,volume
1618531200,2021-04-16 00:00:00,2517.03,2527.12,2517.03,2524.8,1161.45714318
1618531500,2021-04-16 00:05:00,2524.48,2527.0,2521.18,2522.06,679.8106873
1618531800,2021-04-16 00:10:00,2522.06,2525.71,2520.23,2523.51,548.06548509
1618532100,2021-04-16 00:15:00,2523.51,2543.0,2522.0,2540.44,896.46744587
1618532400,2021-04-16 00:20:00,2540.59,2542.51,2535.07,2536.87,1363.01288264
1618532700,2021-04-16 00:25:00,2536.88,2536.89,2529.3,2530.86,684.75305275
1618533000,2021-04-16 00:30:00,2530.86,2541.0,2530.85,2541.0,779.98596345
1618533300,2021-04-16 00:35:00,2541.0,2541.55,2535.74,2536.03,710.40164681
1618533600,2021-04-16 00:40:00,2536.03,2542.2,2534.28,2539.05,633.41004818
1618533900,2021-04-16 00:45:00,2539.05,2542.24,2536.91,2541.2,780.01527981
1618534200,2021-04-16 00:50:00,2541.62,2548.0,2538.58,2543.12,875.81173404
1618534500,2021-04-16 00:55:00,2543.12,2543.65,2530.66,2530.66,829.35840517
1618534800,2021-04-16 01:00:00,2531.19,2537.33,2530.26,2532.14,817.75735572
1618535100,2021-04-16 01:05:00,2532.14,2532.81,2520.47,2524.72,877.73153962
1618535400,2021-04-16 01:10:00,2524.72,2532.99,2524.71,2530.57,718.79304299
1618535700,2021-04-16 01:15:00,2530.57,2531.08,2521.12,2522.97,1069.94570357
1618536000,2021-04-16 01:20:00,2522.96,2524.28,2510.3,2515.62,2178.35158007
1618536300,2021-04-16 01:25:00,2515.64,2521.02,2514.35,2515.31,1031.09378391
1618536600,2021-04-16 01:30:00,2515.3,2516.49,2497.32,2499.99,3993.11399594
1618536900,2021-04-16 01:35:00,2500.0,2502.78,2485.59,2488.73,3225.53294044
1618537200,2021-04-16 01:40:00,2488.06,2499.99,2486.88,2493.99,1329.07909522
1618537500,2021-04-16 01:45:00,2494.89,2495.22,2479.6,2494.19,2261.6718574
1618537800,2021-04-16 01:50:00,2494.19,2508.37,2493.46,2507.06,1538.08906402
1618538100,2021-04-16 01:55:00,2507.19,2514.43,2506.71,2508.99,977.52574158
1618538400,2021-04-16 02:00:00,2508.98,2514.48,2506.01,2513.41,738.40588901
1618538700,2021-04-16 02:05:00,2513.37,2520.0,2512.0,2518.99,873.68076166
1618539000,2021-04-16 02:10:00,2518.98,2519.27,2513.03,2514.01,573.83725032
1618539300,2021-04-16 02:15:00,2514.02,2514.84,2510.04,2513.01,820.71793201
1618539600,2021-04-16 02:20:00,2513.01,2513.01,2495.83,2508.28,1949.13384659
1618539900,2021-04-16 02:25:00,2508.27,2515.99,2508.27,2513.99,898.19819343
1618540200,2021-04-16 02:30:00,2514.0,2514.44,2505.0,2506.01,567.12597587
1618540500,2021-04-16 02:35:00,2506.01,2507.42,2498.0,2498.41,1030.04181747
1618540800,2021-04-16 02:40:00,2498.9,2501.16,2494.0,2498.54,711.14126934
1618541100,2021-04-16 02:45:00,2498.53,2505.88,2497.67,2497.67,812.50955876
1618541400,2021-04-16 02:50:00,2497.68,2497.68,2493.0,2493.95,966.58382179
1618541700,2021-04-16 02:55:00,2493.94,2496.42,2485.26,2491.26,842.40426467
1618542000,2021-04-16 03:00:00,2491.1,2494.0,2487.22,2489.17,888.79958516
1618542300,2021-04-16 03:05:00,2489.15,2495.37,2481.07,2495.37,1176.43566035
1618542600,2021-04-16 03:10:00,2495.45,2497.44,2492.72,2494.51,519.37816577
1618542900,2021-04-16 03:15:00,2494.52,2500.01,2488.64,2500.01,766.32001497
1618543200,2021-04-16 03:20:00,2500.35,2509.99,2499.07,2507.07,958.55872576
1618543500,2021-04-16 03:25:00,2507.63,2507.63,2501.92,2504.39,577.49749927
1618543800,2021-04-16 03:30:00,2504.89,2509.96,2501.0,2502.24,460.71857197
1618544100,2021-04-16 03:35:00,2502.26,2504.51,2497.13,2500.4,551.55349873
1618544400,2021-04-16 03:40:00,2500.0,2504.96,2498.24,2502.35,436.99441237
