timestamp,datetime,open,high,low,close,volume
1643068800,2022-01-25 00:00:00,2441.6,2443.62,2429.54,2441.64,967.75295932
1643069100,2022-01-25 00:05:00,2441.47,2442.82,2425.54,2425.54,885.63682976
1643069400,2022-01-25 00:10:00,2425.35,2433.17,2416.89,2426.0,1235.09549447
1643069700,2022-01-25 00:15:00,2426.0,2441.69,2423.64,2438.42,949.62649175
1643070000,2022-01-25 00:20:00,2438.74,2440.0,2425.64,2426.75,833.55374883
1643070300,2022-01-25 00:25:00,2426.72,2432.35,2418.55,2419.82,903.39412569
1643070600,2022-01-25 00:30:00,2419.82,2431.32,2419.22,2425.87,1018.28851666
1643070900,2022-01-25 00:35:00,2425.99,2432.75,2421.33,2428.86,715.00644446
1643071200,2022-01-25 00:40:00,2428.65,2432.9,2423.03,2428.05,643.28474963
1643071500,2022-01-25 00:45:00,2428.24,2430.6,2416.51,2421.97,845.01582766
1643071800,2022-01-25 00:50:00,2422.39,2423.2,2402.47,2404.38,1280.78319165
1643072100,2022-01-25 00:55:00,2405.02,2405.82,2386.22,2389.52,2311.86597679
1643072400,2022-01-25 01:00:00,2388.9,2403.0,2388.9,2397.35,1545.16614011
1643072700,2022-01-25 01:05:00,2398.01,2404.17,2397.84,2398.83,866.48424023
1643073000,2022-01-25 01:10:00,2398.3,2402.29,2384.14,2387.52,2318.34866591
1643073300,2022-01-25 01:15:00,2387.53,2397.04,2384.13,2391.4,1613.53150069
1643073600,2022-01-25 01:20:00,2391.42,2399.31,2387.67,2389.16,1042.07935862
1643073900,2022-01-25 01:25:00,2389.45,2396.55,2388.64,2391.17,662.96683821
1643074200,2022-01-25 01:30:00,2390.99,2395.67,2384.0,2387.62,656.05240881
1643074500,2022-01-25 01:35:00,2387.63,2395.82,2385.26,2386.83,1290.62683132
1643074800,2022-01-25 01:40:00,2386.98,2391.04,2378.36,2379.36,1050.45317531
1643075100,2022-01-25 01:45:00,2378.86,2391.93,2378.79,2390.3,585.57612291
1643075400,2022-01-25 01:50:00,2390.3,2392.67,2386.54,2388.07,549.3471154
1643075700,2022-01-25 01:55:00,2388.07,2394.63,2382.55,2391.94,752.03798887
1643076000,2022-01-25 02:00:00,2392.04,2394.91,2386.86,2389.15,415.28193061
1643076300,2022-01-25 02:05:00,2388.69,2397.17,2385.73,2391.97,677.44508959
1643076600,2022-01-25 02:10:00,2391.9,2402.0,2391.56,2394.46,907.59592858
1643076900,2022-01-25 02:15:00,2394.62,2400.85,2387.51,2388.04,950.5071362
1643077200,2022-01-25 02:20:00,2387.4,2392.7,2383.41,2386.3,572.18444883
1643077500,2022-01-25 02:25:00,2386.3,2396.55,2386.09,2391.92,388.31284934
1643077800,2022-01-25 02:30:00,2391.92,2400.5,2391.65,2393.8,668.0901292
1643078100,2022-01-25 02:35:00,2393.6,2399.41,2392.99,2396.66,432.43914117
