timestamp,datetime,open,high,low,close,volume
1730592000,2024-11-03 00:00:00,2493.5,2494.16,2491.25,2491.67,73.46350572
1730592300,2024-11-03 00:05:00,2491.83,2492.41,2489.51,2492.41,62.06549615
1730592600,2024-11-03 00:10:00,2492.41,2495.56,2491.72,2495.24,114.41247425
1730592900,2024-11-03 00:15:00,2495.13,2496.01,2492.71,2493.88,214.67899735
1730593200,2024-11-03 00:20:00,2493.71,2494.19,2492.37,2492.94,29.03525854
1730593500,2024-11-03 00:25:00,2492.88,2494.09,2492.4,2493.74,100.49769315
1730593800,2024-11-03 00:30:00,2493.73,2495.82,2488.17,2489.11,73.81201968
1730594100,2024-11-03 00:35:00,2489.14,2489.34,2485.27,2485.69,72.57526356
1730594400,2024-11-03 00:40:00,2485.86,2489.86,2485.86,2488.42,180.35478589
1730594700,2024-11-03 00:45:00,2488.11,2489.4,2486.98,2488.89,111.0611005
1730595000,2024-11-03 00:50:00,2488.65,2489.06,2487.63,2487.97,47.1252715
1730595300,2024-11-03 00:55:00,2487.88,2487.89,2482.18,2482.18,52.11720375
1730595600,2024-11-03 01:00:00,2482.39,2484.3,2481.88,2484.22,64.52896997
1730595900,2024-11-03 01:05:00,2484.22,2486.09,2483.54,2483.71,69.68736027
1730596200,2024-11-03 01:10:00,2483.64,2483.64,2481.16,2482.1,148.89349739
1730596500,2024-11-03 01:15:00,2482.16,2484.14,2480.0,2480.28,268.64657838
1730596800,2024-11-03 01:20:00,2480.0,2484.01,2479.0,2484.0,149.44891825
1730597100,2024-11-03 01:25:00,2483.88,2485.53,2482.2,2482.6,133.71428659
1730597400,2024-11-03 01:30:00,2482.73,2484.11,2481.64,2483.98,52.00319334
1730597700,2024-11-03 01:35:00,2483.83,2484.85,2479.52,2480.15,57.3083143
1730598000,2024-11-03 01:40:00,2480.28,2481.23,2478.74,2479.43,69.14154545
1730598300,2024-11-03 01:45:00,2479.69,2482.2,2478.85,2482.08,64.55365539
1730598600,2024-11-03 01:50:00,2481.98,2482.01,2474.61,2474.87,207.64951975
1730598900,2024-11-03 01:55:00,2474.87,2477.64,2469.99,2471.18,365.12552368
1730599200,2024-11-03 02:00:00,2471.17,2474.92,2468.87,2473.19,168.67407783
1730599500,2024-11-03 02:05:00,2473.19,2473.85,2469.87,2472.14,109.14034768
1730599800,2024-11-03 02:10:00,2472.15,2476.52,2460.66,2470.12,1257.85187914
1730600100,2024-11-03 02:15:00,2470.29,2475.22,2467.09,2473.07,254.88501161
1730600400,2024-11-03 02:20:00,2472.77,2473.78,2460.09,2461.55,432.94872743
1730600700,2024-11-03 02:25:00,2461.23,2461.41,2453.97,2454.98,591.91600871
1730601000,2024-11-03 02:30:00,2454.57,2459.53,2449.03,2452.85,1020.08034622
1730601300,2024-11-03 02:35:00,2452.86,2454.84,2445.0,2450.31,826.27602019
1730601600,2024-11-03 02:40:00,2450.28,2450.28,2431.91,2442.95,817.65449263
1730601900,2024-11-03 02:45:00,2442.95,2449.64,2440.8,2442.03,755.78755775
1730602200,2024-11-03 02:50:00,2442.34,2442.35,2426.0,2435.01,1127.52749371
1730602500,2024-11-03 02:55:00,2435.18,2438.93,2431.4,2433.87,256.56189254
1730602800,2024-11-03 03:00:00,2433.84,2436.78,2420.38,2425.55,748.26578393
1730603100,2024-11-03 03:05:00,2425.74,2440.47,2425.74,2437.45,534.15230026
1730603400,2024-11-03 03:10:00,2436.53,2443.8,2433.81,2440.02,501.60256251
1730603700,2024-11-03 03:15:00,2439.86,2443.97,2434.74,2436.59,296.42841464
1730604000,2024-11-03 03:20:00,2436.37,2439.31,2433.03,2438.24,243.91964768
1730604300,2024-11-03 03:25:00,2438.15,2438.64,2434.42,2435.81,175.80456363
1730604600,2024-11-03 03:30:00,2435.9,2441.13,2434.67,2438.42,245.92036854
1730604900,2024-11-03 03:35:00,2438.38,2443.72,2437.33,2443.72,191.97465174
1730605200,2024-11-03 03:40:00,2443.07,2445.23,2442.58,2445.08,119.27678821
1730605500,2024-11-03 03:45:00,2445.07,2448.04,2444.6,2447.25,147.05992616
1730605800,2024-11-03 03:50:00,2447.26,2449.91,2446.68,2447.96,132.16981025
1730606100,2024-11-03 03:55:00,2447.96,2451.82,2447.89,2448.68,157.38872448
1730606400,2024-11-03 04:00:00,2448.65,2453.22,2447.39,2451.47,111.9277837
1730606700,2024-11-03 04:05:00,2451.46,2454.15,2451.28,2451.29,136.57318578
1730607000,2024-11-03 04:10:00,2451.43,2453.44,2450.84,2452.46,71.9436898
1730607300,2024-11-03 04:15:00,2452.46,2456.67,2450.43,2456.41,189.06383152
1730607600,2024-11-03 04:20:00,2456.45,2456.62,2453.74,2454.19,148.93488231
1730607900,2024-11-03 04:25:00,2454.18,2457.2,2454.02,2456.95,108.65646365
1730608200,2024-11-03 04:30:00,2456.9,2461.1,2456.54,2459.51,323.95564452
1730608500,2024-11-03 04:35:00,2459.34,2462.51,2458.68,2459.37,182.84819432
1730608800,2024-11-03 04:40:00,2459.37,2459.64,2453.55,2454.72,119.73787702
1730609100,2024-11-03 04:45:00,2454.56,2455.27,2452.67,2453.24,152.70903842
1730609400,2024-11-03 04:50:00,2453.62,2456.9,2453.42,2454.65,119.45322327
1730609700,2024-11-03 04:55:00,2454.82,2455.81,2453.01,2454.3,106.42747098
1730610000,2024-11-03 05:00:00,2454.32,2455.11,2449.69,2453.14,148.88966156
1730610300,2024-11-03 05:05:00,2453.35,2456.97,2453.35,2454.54,136.11164124
